#chr_A	pos_A	chr_B	pos_B
chr4	40829950	chr4	40833446
chr4	40829950	chr4	40833446
chr4	40851665	chr4	43513410
chr4	40877278	chr4	41454487
chr4	40897869	chr4	41150928
chr4	40908387	chr4	40924724
chr4	40908387	chr4	40924724
chr4	40916109	chr4	40917633
chr4	40977569	chr4	40981004
chr4	40996243	chr4	40996650
chr4	41034651	chr4	41364087
chr4	41036085	chr4	41039030
chr4	41036485	chr4	46292648
chr4	41044090	chr4	44732145
chr4	41047842	chr4	44725625
chr4	41048682	chr4	41354103
chr4	41051929	chr4	45678093
chr4	41057307	chr4	41362796
chr4	41072315	chr4	41079507
chr4	41083364	chr4	41087078
chr4	41084778	chr4	41116558
chr4	41086851	chr4	41100128
chr4	41107397	chr4	52575967
chr4	41120939	chr4	41263541
chr4	41204380	chr4	43846115
chr4	41210836	chr4	41407655
chr4	41229411	chr4	63067068
chr4	41243345	chr4	42006652
chr4	41266988	chr4	43121123
chr4	41269536	chr4	43357454
chr4	41289188	chr4	59379244
chr4	41289188	chr4	59379244
chr4	41305586	chr4	41313359
chr4	41315327	chr4	41607055
chr4	41354391	chr4	41465250
chr4	41404955	chr4	41685030
chr4	41405026	chr4	42976436
chr4	41416930	chr4	41420735
chr4	41431512	chr4	43835584
chr4	41462598	chr4	41467902
chr4	41463162	chr4	42971111
chr4	41463162	chr4	42971111
chr4	41502047	chr4	53437288
chr4	41506074	chr4	53433405
chr4	41521993	chr4	41522245
chr4	41564665	chr4	41572137
chr4	41617235	chr4	41658226
chr4	41617235	chr4	41658226
chr4	41635760	chr4	61976145
chr4	41645835	chr4	41647820
chr4	41673918	chr4	66418493
chr4	41704846	chr4	41765554
chr4	41705451	chr4	42140672
chr4	41740942	chr4	42960330
chr4	41744823	chr4	41745247
chr4	41817901	chr4	41822012
chr4	41832291	chr4	52577095
chr4	42668130	chr4	59448321
chr4	42758920	chr4	59386861
chr4	42822882	chr4	53620342
chr4	42841999	chr4	42859884
chr4	42884541	chr4	42950755
chr4	42895405	chr4	42961759
chr4	42905435	chr4	42910761
chr4	42905506	chr4	59366988
chr4	42910224	chr4	42924848
chr4	42949748	chr4	43991038
chr4	42952051	chr4	42963820
chr4	42972545	chr4	42992169
chr4	42995158	chr4	43016102
chr4	43058960	chr4	43403367
chr4	43093828	chr4	43326818
chr4	43104165	chr4	43215921
chr4	43372559	chr4	43373949
chr4	43376113	chr4	43625727
chr4	43382667	chr4	43475983
chr4	43439046	chr4	43497347
chr4	43441553	chr4	43496366
chr4	43487607	chr4	43584380
chr4	43489345	chr4	43531978
chr4	43517020	chr4	43850667
chr4	43605451	chr4	43605605
chr4	43609354	chr4	43614760
chr4	43623874	chr4	43963811
chr4	43633213	chr4	43725335
chr4	43725468	chr4	43748424
chr4	43747283	chr4	43892640
chr4	43769162	chr4	44312819
chr4	43769679	chr4	43772215
chr4	43800311	chr4	43837373
chr4	43835046	chr4	43950986
chr4	43870110	chr4	43870337
chr4	43891450	chr4	44044573
chr4	43942387	chr4	43946388
chr4	43946642	chr4	43947115
chr4	44006495	chr4	44016778
chr4	44015216	chr4	44020227
chr4	44033654	chr4	138465797
chr4	44044208	chr4	58907344
chr4	44073338	chr4	44102113
chr4	44086204	chr4	44091206
chr4	44095527	chr4	44104092
chr4	44104904	chr4	44106921
chr4	44136682	chr4	44137027
chr4	44160416	chr4	44162884
chr4	44207543	chr4	44215865
chr4	44215532	chr4	44267794
chr4	44321712	chr4	59473333
chr4	44346564	chr4	44346885
chr4	44387260	chr4	63288097
chr4	44400603	chr4	44400755
chr4	44462887	chr4	44631548
chr4	44496920	chr4	44692115
chr4	44498794	chr4	62767997
chr4	44532334	chr4	44532600
chr4	44582203	chr4	44686643
chr4	44586016	chr4	44690671
chr4	44628768	chr4	45175796
chr4	44641031	chr4	44648415
chr4	44657149	chr4	45435730
chr4	44662548	chr4	44708923
chr4	44676492	chr4	45166810
chr4	44727454	chr4	44737138
chr4	44731412	chr4	63045149
chr4	44792079	chr4	47404735
chr4	44827928	chr4	48505339
chr4	44827928	chr4	48505339
chr4	44887162	chr4	44968966
chr4	44908340	chr4	44929208
chr4	45020422	chr4	45112169
chr4	45061624	chr4	62689067
chr4	45078947	chr4	45081029
chr4	45101267	chr4	45314441
chr4	45123675	chr4	59863760
chr4	45144052	chr4	59748520
chr4	45151904	chr4	59728924
chr4	45152592	chr4	59731424
chr4	45176416	chr4	45187211
chr4	45288562	chr4	62707744
chr4	45305690	chr4	45594883
chr4	45307348	chr4	45398286
chr4	45350647	chr4	45377438
chr4	45360253	chr4	45364347
chr4	45459932	chr4	45465002
chr4	45580012	chr4	62917942
chr4	45595128	chr4	62737778
chr4	45767531	chr4	46172450
chr4	45779042	chr4	45782046
chr4	45857281	chr4	48651267
chr4	45918175	chr4	45926150
chr4	45990723	chr4	46098067
chr4	46001396	chr4	46068025
chr4	46047115	chr4	46168338
chr4	46063882	chr4	46101074
chr4	46090625	chr4	46221540
chr4	46147685	chr4	46264477
chr4	46161735	chr4	46166900
chr4	46181436	chr4	48707044
chr4	46181437	chr4	48707044
chr4	46213265	chr4	48695580
chr4	46213265	chr4	48695580
chr4	46308002	chr4	65619500
chr4	46341809	chr4	48687685
chr4	46372416	chr4	74208906
chr4	46392723	chr4	48284076
chr4	46408962	chr4	47466597
chr4	46543790	chr4	48404686
chr4	46546777	chr4	47477921
chr4	46606624	chr4	47245853
chr4	46608763	chr4	46627157
chr4	46628174	chr4	47361421
chr4	46653207	chr4	47403196
chr4	46744962	chr4	63652740
chr4	46752623	chr4	48908396
chr4	46822730	chr4	46839276
chr4	46858654	chr4	63133154
chr4	46871947	chr4	46946657
chr4	46922879	chr4	63258972
chr4	46952682	chr4	64264749
chr4	46963914	chr4	47088879
chr4	47019005	chr4	71722925
chr4	47035177	chr4	47269743
chr4	47040025	chr4	49380579
chr4	47050272	chr4	49093658
chr4	47061754	chr4	47099392
chr4	47061754	chr4	47099392
chr4	47087816	chr4	47091814
chr4	47106279	chr4	47106537
chr4	47146823	chr4	49112528
chr4	47162952	chr4	49347825
chr4	47188340	chr4	47189689
chr4	47190725	chr4	63987856
chr4	47208753	chr4	47215110
chr4	47218452	chr4	49217302
chr4	47257436	chr4	48935736
chr4	47312820	chr4	47845310
chr4	47318212	chr4	47593279
chr4	47362807	chr4	47524249
chr4	47364798	chr4	48875195
chr4	47402683	chr4	47534320
chr4	47404664	chr4	47872823
chr4	47499091	chr4	48311452
chr4	47502958	chr4	48300475
chr4	47536578	chr4	74820064
chr4	47536578	chr4	74820064
chr4	47617158	chr4	49492181
chr4	47662910	chr4	48493678
chr4	47662910	chr4	48493678
chr4	47663756	chr4	47672891
chr4	47672750	chr4	67321529
chr4	47704667	chr4	47768225
chr4	47725451	chr4	64114409
chr4	47815665	chr4	63674065
chr4	47837216	chr4	49003371
chr4	47840995	chr4	49415507
chr4	47840995	chr4	49415507
chr4	47883386	chr4	71604896
chr4	47904578	chr4	47904712
chr4	47968072	chr4	71306346
chr4	47981694	chr4	48070220
chr4	48106556	chr4	73472948
chr4	48123050	chr4	73861320
chr4	48146581	chr4	74842423
chr4	48152946	chr4	48153270
chr4	48216927	chr4	48363264
chr4	48217358	chr4	48217859
chr4	48269130	chr4	75161130
chr4	48269130	chr4	75161130
chr4	48283449	chr4	48672064
chr4	48317419	chr4	73868152
chr4	48415426	chr4	73795549
chr4	48421517	chr4	48461860
chr4	48464701	chr4	74258861
chr4	48465091	chr4	72599976
chr4	48523654	chr4	74395256
chr4	48540790	chr4	48546061
chr4	48557667	chr4	48561997
chr4	48579967	chr4	48638662
chr4	48593773	chr4	74340372
chr4	48620993	chr4	48633299
chr4	48656093	chr4	48656753
chr4	48667212	chr4	71838259
chr4	48708896	chr4	48722213
chr4	48722705	chr4	71305835
chr4	48730257	chr4	69738986
chr4	48730560	chr4	64558296
chr4	48754666	chr4	48754977
chr4	48894253	chr4	48896461
chr4	48905272	chr4	63653068
chr4	48923355	chr4	63442442
chr4	48989022	chr4	71700782
chr4	48989216	chr4	71724664
chr4	48996263	chr4	63720756
chr4	49125931	chr4	66158005
chr4	49129612	chr4	49133442
chr4	49163495	chr4	65971524
chr4	49179240	chr4	74053493
chr4	49201402	chr4	64070731
chr4	49215539	chr4	64869661
chr4	49215676	chr4	65580297
chr4	49222949	chr4	64553032
chr4	49233598	chr4	64901824
chr4	49374655	chr4	64240952
chr4	49411626	chr4	49422420
chr4	49599057	chr4	49623711
chr4	49642222	chr4	51556843
chr4	49666588	chr4	49852590
chr4	49750256	chr4	49831641
chr4	49750624	chr4	49766459
chr4	49878965	chr4	49883258
chr4	49885799	chr4	49952565
chr4	49928690	chr4	49931696
chr4	49928690	chr4	49931696
chr4	49969762	chr4	49971962
chr4	49969762	chr4	49971962
chr4	49971145	chr4	50088593
chr4	49976469	chr4	50089868
chr4	50000126	chr4	50237807
chr4	50182289	chr4	50199178
chr4	50182289	chr4	50199178
chr4	50200900	chr4	50789093
chr4	50502474	chr4	50510206
chr4	50602134	chr4	50707437
chr4	50637013	chr4	50906971
chr4	50671119	chr4	51196200
chr4	50844888	chr4	98656571
chr4	50867076	chr4	98673979
chr4	50888688	chr4	50959980
chr4	50888688	chr4	50959980
chr4	50979721	chr4	50989318
chr4	51038525	chr4	51602418
chr4	51116925	chr4	51141732
chr4	51246101	chr4	51381729
chr4	51265994	chr4	51267813
chr4	51293611	chr4	72411872
chr4	51372887	chr4	74549031
chr4	51385519	chr4	75025930
chr4	51398946	chr4	51732482
chr4	51398946	chr4	51732482
chr4	51406188	chr4	75165153
chr4	51413218	chr4	52104401
chr4	51427054	chr4	74992820
chr4	51432215	chr4	75185121
chr4	51440097	chr4	51943855
chr4	51440488	chr4	70564111
chr4	51527374	chr4	74336590
chr4	51614670	chr4	51615034
chr4	51719205	chr4	75170777
chr4	51730630	chr4	67231668
chr4	51730632	chr4	67231668
chr4	51766007	chr4	67181037
chr4	51786607	chr4	52148675
chr4	51833772	chr4	51843663
chr4	51864620	chr4	69654603
chr4	51928176	chr4	72539790
chr4	51933248	chr4	51994934
chr4	51947042	chr4	51969878
chr4	51976434	chr4	75237374
chr4	52012831	chr4	52043772
chr4	52093961	chr4	75214750
chr4	52162504	chr4	52236525
chr4	52251084	chr4	67208088
chr4	52257265	chr4	67189228
chr4	52273722	chr4	69632934
chr4	52274525	chr4	67179360
chr4	52320514	chr4	69289760
chr4	52361173	chr4	52414674
chr4	52377088	chr4	62029688
chr4	52398604	chr4	69008931
chr4	52400255	chr4	60018168
chr4	52440214	chr4	52460903
chr4	52447674	chr4	52476834
chr4	52451686	chr4	52474167
chr4	52521880	chr4	53242294
chr4	52558642	chr4	64006494
chr4	52563273	chr4	52580587
chr4	52607737	chr4	52631407
chr4	52832659	chr4	52835271
chr4	52847606	chr4	66417590
chr4	52862286	chr4	67764752
chr4	52885337	chr4	53785775
chr4	52910623	chr4	53648483
chr4	52930503	chr4	79233529
chr4	52933296	chr4	79208790
chr4	52943601	chr4	54099126
chr4	52960546	chr4	53139691
chr4	52962409	chr4	79291915
chr4	52985176	chr4	79252054
chr4	52988791	chr4	77863634
chr4	52989140	chr4	79075607
chr4	52999406	chr4	79066121
chr4	52999406	chr4	79066121
chr4	53007891	chr4	53680417
chr4	53025629	chr4	53711954
chr4	53048443	chr4	59195188
chr4	53063500	chr4	53066155
chr4	53078222	chr4	53416619
chr4	53079181	chr4	53215388
chr4	53084086	chr4	53285860
chr4	53085730	chr4	53433953
chr4	53085741	chr4	80340393
chr4	53089618	chr4	53104259
chr4	53098280	chr4	53205045
chr4	53146918	chr4	54930209
chr4	53174463	chr4	53192296
chr4	53187201	chr4	53360817
chr4	53200601	chr4	80434688
chr4	53201857	chr4	53270576
chr4	53231750	chr4	53302511
chr4	53251534	chr4	53265143
chr4	53259039	chr4	67810663
chr4	53313326	chr4	53361584
chr4	53345345	chr4	53570473
chr4	53349646	chr4	57028569
chr4	53351865	chr4	57032557
chr4	53400194	chr4	53447079
chr4	53408502	chr4	53412368
chr4	53412555	chr4	53574214
chr4	53426858	chr4	80280393
chr4	53434204	chr4	67825420
chr4	53441064	chr4	53619382
chr4	53452020	chr4	53460964
chr4	53478538	chr4	53540933
chr4	53489043	chr4	53555380
chr4	53491210	chr4	53563139
chr4	53540269	chr4	53540582
chr4	53567110	chr4	53568832
chr4	53574948	chr4	53687164
chr4	53577385	chr4	53582219
chr4	53578171	chr4	53641458
chr4	53614986	chr4	53638754
chr4	53622994	chr4	80612476
chr4	53625237	chr4	53691204
chr4	53738515	chr4	53827320
chr4	53791437	chr4	53796205
chr4	53793382	chr4	53796197
chr4	53813577	chr4	53822504
chr4	53813577	chr4	53822504
chr4	53883501	chr4	79111945
chr4	53888055	chr4	53917998
chr4	53888316	chr4	53927717
chr4	53925042	chr4	53930695
chr4	54012084	chr4	77996243
chr4	54015935	chr4	54016164
chr4	54199517	chr4	77758425
chr4	54243225	chr4	54249980
chr4	54291049	chr4	77730376
chr4	54329748	chr4	54865714
chr4	54337055	chr4	55362220
chr4	54346561	chr4	55334643
chr4	54357505	chr4	77727692
chr4	54365897	chr4	79350641
chr4	54393155	chr4	79350119
chr4	54393155	chr4	79350119
chr4	54404196	chr4	54869990
chr4	54501914	chr4	54713137
chr4	54502675	chr4	55371947
chr4	54576724	chr4	54758691
chr4	54581248	chr4	54760815
chr4	54613266	chr4	55126540
chr4	54644523	chr4	117974158
chr4	54757351	chr4	54758086
chr4	54819735	chr4	54836602
chr4	54886010	chr4	55214839
chr4	54898868	chr4	54899817
chr4	54932648	chr4	55084850
chr4	54939667	chr4	55028394
chr4	54952539	chr4	55274425
chr4	54968444	chr4	78754908
chr4	54976319	chr4	55111008
chr4	55024298	chr4	55076316
chr4	55094280	chr4	55095680
chr4	55103590	chr4	79358519
chr4	55145547	chr4	55234385
chr4	55159229	chr4	55178407
chr4	55172848	chr4	118476670
chr4	55225059	chr4	78448608
chr4	55243531	chr4	55264842
chr4	55249432	chr4	55343116
chr4	55289954	chr4	77930804
chr4	55358873	chr4	82429841
chr4	55362489	chr4	55523336
chr4	55369575	chr4	55501890
chr4	55372068	chr4	56691852
chr4	55380496	chr4	55454862
chr4	55387345	chr4	55392395
chr4	55387345	chr4	55392395
chr4	55388305	chr4	56112578
chr4	55398194	chr4	56715807
chr4	55398850	chr4	82398150
chr4	55399889	chr4	56514359
chr4	55416325	chr4	116092773
chr4	55424248	chr4	55435371
chr4	55439513	chr4	55618834
chr4	55461772	chr4	77169844
chr4	55465929	chr4	115993736
chr4	55467455	chr4	55493948
chr4	55479860	chr4	55849051
chr4	55481821	chr4	77531274
chr4	55493416	chr4	81062455
chr4	55501528	chr4	55513619
chr4	55512958	chr4	81181104
chr4	55517781	chr4	82398833
chr4	55533745	chr4	55547230
chr4	55536294	chr4	55539433
chr4	55539504	chr4	56658639
chr4	55542679	chr4	55563819
chr4	55545665	chr4	56284579
chr4	55545667	chr4	56284579
chr4	55577744	chr4	77412766
chr4	55587519	chr4	77146935
chr4	55589306	chr4	77483241
chr4	55590163	chr4	55740660
chr4	55617493	chr4	55617683
chr4	55657958	chr4	78209430
chr4	55704262	chr4	56592329
chr4	55743166	chr4	55849471
chr4	55757995	chr4	55836402
chr4	55785125	chr4	55836838
chr4	55804535	chr4	56223686
chr4	55811574	chr4	77143407
chr4	55816506	chr4	77506959
chr4	55818816	chr4	55843381
chr4	55824778	chr4	55831653
chr4	55834181	chr4	55841921
chr4	55834181	chr4	55841921
chr4	55857812	chr4	55858123
chr4	55868090	chr4	77604613
chr4	55868090	chr4	77604613
chr4	55886539	chr4	78264931
chr4	55905812	chr4	78400028
chr4	55914290	chr4	78406197
chr4	55933616	chr4	77202883
chr4	55937229	chr4	78644005
chr4	55937229	chr4	78644005
chr4	55938489	chr4	76619686
chr4	55948843	chr4	78288792
chr4	55950747	chr4	78553322
chr4	56001045	chr4	56552091
chr4	56018116	chr4	56028992
chr4	56024410	chr4	56028761
chr4	56047409	chr4	56051900
chr4	56147690	chr4	56154201
chr4	56169460	chr4	56656054
chr4	56180518	chr4	56647027
chr4	56193874	chr4	56643558
chr4	56217432	chr4	78241796
chr4	56267249	chr4	56268265
chr4	56284192	chr4	56442434
chr4	56298003	chr4	56327727
chr4	56325419	chr4	56325561
chr4	56352703	chr4	56477306
chr4	56446363	chr4	78552194
chr4	56454459	chr4	56456849
chr4	56457935	chr4	56460897
chr4	56460635	chr4	78244735
chr4	56519687	chr4	56674339
chr4	56531643	chr4	56608449
chr4	56569932	chr4	56577154
chr4	56602656	chr4	56640090
chr4	56614985	chr4	78191705
chr4	56707916	chr4	56713771
chr4	56709450	chr4	56716624
chr4	56773641	chr4	56787896
chr4	56783690	chr4	56796340
chr4	56802297	chr4	82373312
chr4	56833981	chr4	56843764
chr4	56842258	chr4	117055684
chr4	56844044	chr4	82286204
chr4	56849389	chr4	57180687
chr4	56884856	chr4	56916566
chr4	56890469	chr4	57313838
chr4	56897565	chr4	82263706
chr4	56905950	chr4	82132042
chr4	56931700	chr4	80212197
chr4	56957943	chr4	57221356
chr4	56961735	chr4	57308078
chr4	56984055	chr4	57233524
chr4	56996161	chr4	57048405
chr4	56999541	chr4	59129906
chr4	57002461	chr4	81801141
chr4	57026469	chr4	57033332
chr4	57034541	chr4	83011394
chr4	57038054	chr4	57349519
chr4	57045184	chr4	76156549
chr4	57050600	chr4	83663916
chr4	57081877	chr4	82487114
chr4	57092170	chr4	57094105
chr4	57098303	chr4	83372546
chr4	57126708	chr4	57330648
chr4	57130238	chr4	57136104
chr4	57222034	chr4	57239786
chr4	57223949	chr4	116189856
chr4	57223949	chr4	116189856
chr4	57234082	chr4	116191848
chr4	57237370	chr4	116646796
chr4	57240125	chr4	83399308
chr4	57240272	chr4	83002387
chr4	57251186	chr4	57261642
chr4	57253062	chr4	116644147
chr4	57260053	chr4	116633776
chr4	57274858	chr4	116268114
chr4	57286559	chr4	82832055
chr4	57294861	chr4	57297729
chr4	57298467	chr4	82351869
chr4	57312758	chr4	57316384
chr4	57323943	chr4	57326505
chr4	57340569	chr4	58572908
chr4	57355202	chr4	68820162
chr4	57389622	chr4	117000017
chr4	57400897	chr4	57475341
chr4	57453017	chr4	68775242
chr4	57453141	chr4	68791795
chr4	57479986	chr4	82861679
chr4	57500513	chr4	68888163
chr4	57531599	chr4	83035930
chr4	57559360	chr4	57562597
chr4	57562498	chr4	57987510
chr4	57567921	chr4	57657896
chr4	57577549	chr4	76503538
chr4	57592432	chr4	57984487
chr4	57603585	chr4	68154035
chr4	57606144	chr4	57781011
chr4	57606881	chr4	58045697
chr4	57609597	chr4	68525948
chr4	57609668	chr4	98779114
chr4	57611143	chr4	57692974
chr4	57626327	chr4	75876839
chr4	57630523	chr4	57633722
chr4	57633323	chr4	67080012
chr4	57637296	chr4	68571621
chr4	57658106	chr4	68899355
chr4	57676247	chr4	68387723
chr4	57690284	chr4	88681620
chr4	57692423	chr4	75915343
chr4	57696813	chr4	68492066
chr4	57699623	chr4	88742900
chr4	57716222	chr4	66899361
chr4	57721862	chr4	57769989
chr4	57747913	chr4	68503190
chr4	57748056	chr4	68472522
chr4	57748056	chr4	68472522
chr4	57759446	chr4	88950213
chr4	57759446	chr4	88950213
chr4	57778799	chr4	62424904
chr4	57786949	chr4	57835191
chr4	57790737	chr4	68131839
chr4	57798091	chr4	83527365
chr4	57836243	chr4	66928872
chr4	57837805	chr4	57884846
chr4	57850198	chr4	68197805
chr4	57856907	chr4	67154161
chr4	57856907	chr4	67154161
chr4	57865495	chr4	88710351
chr4	57866079	chr4	62506076
chr4	57882616	chr4	58097658
chr4	57895921	chr4	83040929
chr4	57922227	chr4	99082047
chr4	57932208	chr4	89117164
chr4	57949067	chr4	58724224
chr4	57954047	chr4	58609323
chr4	57967231	chr4	57972758
chr4	57975956	chr4	58763902
chr4	57977854	chr4	58447595
chr4	57977854	chr4	58447595
chr4	57985422	chr4	58001023
chr4	57989301	chr4	58063173
chr4	57993451	chr4	58252238
chr4	58027125	chr4	58865984
chr4	58035833	chr4	59317187
chr4	58062073	chr4	58063676
chr4	58083152	chr4	58217124
chr4	58090936	chr4	58476256
chr4	58101635	chr4	62348261
chr4	58147498	chr4	58153943
chr4	58299079	chr4	58301019
chr4	58313195	chr4	69585882
chr4	58353723	chr4	69342149
chr4	58353723	chr4	69342149
chr4	58375366	chr4	58380744
chr4	58381571	chr4	62463436
chr4	58381612	chr4	59933538
chr4	58416766	chr4	58754453
chr4	58480958	chr4	58491604
chr4	58486052	chr4	62512121
chr4	58487639	chr4	62464510
chr4	58501480	chr4	99098921
chr4	58515460	chr4	58519189
chr4	58516697	chr4	58527721
chr4	58518903	chr4	58606897
chr4	58528243	chr4	58534174
chr4	58547624	chr4	58692364
chr4	58569505	chr4	83464073
chr4	58571642	chr4	58573043
chr4	58581347	chr4	59676180
chr4	58582216	chr4	58582852
chr4	58601223	chr4	58609252
chr4	58672439	chr4	58675307
chr4	58683269	chr4	66826844
chr4	58683269	chr4	66826844
chr4	58711842	chr4	58713396
chr4	58829623	chr4	58862076
chr4	58849160	chr4	58851443
chr4	58872956	chr4	59027638
chr4	58879828	chr4	117046906
chr4	58885605	chr4	58968458
chr4	58889234	chr4	58890321
chr4	58891292	chr4	59008035
chr4	58893574	chr4	58945802
chr4	58894488	chr4	59043376
chr4	58898374	chr4	58994695
chr4	58898517	chr4	59792919
chr4	58907540	chr4	58918219
chr4	58947377	chr4	59251025
chr4	58948026	chr4	58956680
chr4	58950758	chr4	58956046
chr4	58951906	chr4	58955159
chr4	58979176	chr4	117456798
chr4	58979912	chr4	58980371
chr4	58983523	chr4	59135194
chr4	58983717	chr4	117075602
chr4	58984453	chr4	58984732
chr4	59007728	chr4	61981286
chr4	59046645	chr4	59152007
chr4	59052513	chr4	59228228
chr4	59062760	chr4	117048642
chr4	59094153	chr4	59161406
chr4	59124124	chr4	117133446
chr4	59150456	chr4	117174929
chr4	59153908	chr4	59298301
chr4	59158476	chr4	62193819
chr4	59180124	chr4	59189875
chr4	59243253	chr4	117450952
chr4	59257438	chr4	117155281
chr4	59275261	chr4	59290973
chr4	59284352	chr4	59321616
chr4	59294218	chr4	117167003
chr4	59330654	chr4	59504407
chr4	59332509	chr4	59519892
chr4	59362512	chr4	59362726
chr4	59365593	chr4	59366884
chr4	59442213	chr4	59496786
chr4	59442436	chr4	61976405
chr4	59442436	chr4	61976405
chr4	59569382	chr4	59665396
chr4	59669939	chr4	59921054
chr4	59728548	chr4	59752232
chr4	59728548	chr4	59752232
chr4	59811351	chr4	61855222
chr4	59881507	chr4	60124447
chr4	59933651	chr4	59937524
chr4	59939898	chr4	59992682
chr4	60108835	chr4	66840100
chr4	60109450	chr4	61529465
chr4	60134678	chr4	60648902
chr4	60134753	chr4	60577356
chr4	60164386	chr4	61164206
chr4	60168942	chr4	61707121
chr4	60180148	chr4	60781863
chr4	60180353	chr4	60781658
chr4	60180526	chr4	68581443
chr4	60217442	chr4	61591025
chr4	60245334	chr4	61327075
chr4	60542277	chr4	61188546
chr4	60646398	chr4	61187205
chr4	60728886	chr4	60807145
chr4	61247930	chr4	61256385
chr4	61250240	chr4	61984060
chr4	62014318	chr4	62317557
chr4	62014318	chr4	62317557
chr4	62056768	chr4	63539936
chr4	62148434	chr4	81586471
chr4	62217591	chr4	62219508
chr4	62302706	chr4	62313647
chr4	62392024	chr4	62403465
chr4	62404719	chr4	62419790
chr4	62490521	chr4	62495072
chr4	62509925	chr4	62513394
chr4	62531113	chr4	70148260
chr4	62535167	chr4	70242565
chr4	62559256	chr4	62688997
chr4	62594212	chr4	62632693
chr4	62635490	chr4	70363737
chr4	62645323	chr4	70284533
chr4	62661540	chr4	62728141
chr4	62688103	chr4	63002864
